"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"est sous une tente plastique#negative";"1";"1";"1";"être sous un tente plastique";"V P D N G";"est#573 sous#13 une#293 tente#14 plastique#3"
"reellement en dessous de tout#strongnegative";"1";"1";"1";"reellement en dessous de tout";"G P G P G";"reellement#1 en#372 dessous#8 de#1261 tout#148"
"de nombreux restaurants aux alentours#positive";"1";"1";"1";"un nombreux restaurant aux alentour";"D G N P N";"de#1261 nombreux#11 restaurants#20 aux#52 alentours#9"
"qui que vous soyez fuyez#strongnegative";"1";"1";"1";"Qui que lui être fuir";"P C Q V V";"qui#183 que#204 vous#145 soyez#1 fuyez#3"
"avec des menu tres delicieux.vraiment#strongpositive";"1";"1";"1";"avec un menu tres delicieux.vraiment";"P D N G G";"avec#217 des#322 menu#6 tres#89 delicieux.vraiment#1"
"plus naturelle et moins construite.le#positive";"1";"1";"1";"plus naturel et moins construite.Le";"G G C G P";"plus#147 naturelle#1 et#967 moins#15 construite.le#1"
"proche du centre · ville#positive";"1";"1";"1";"proche du centre · ville";"G D N G N";"proche#21 du#283 centre#43 ·#182 ville#50"
"parking de nuit du camp.#negative";"1";"1";"1";"parking de nuit du camp.";"N P N P N";"parking#25 de#1261 nuit#39 du#283 camp.#1"
"on rentre comme on veut#negative";"1";"1";"1";"on rentrer comme on vouloir";"Q V C Q V";"on#184 rentre#2 comme#28 on#184 veut#5"
"reviendrons certainement l' année prochaine#strongpositive";"1";"1";"1";"revenir certainement le année prochain";"V G D N G";"reviendrons#9 certainement#6 l'#456 année#22 prochaine#6"
"n' est même pas joli#negative";"1";"1";"1";"n' être même pas joli";"G V G G G";"n'#132 est#573 même#63 pas#440 joli#5"
"à deux minutes à pied#positive";"1";"1";"1";"à deux minute à pied";"P D N P N";"à#525 deux#33 minutes#18 à#525 pied#23"
"une seule tasse de café#negative";"1";"1";"1";"un seul tasse de café";"D G N P N";"une#293 seule#15 tasse#2 de#1261 café#9"
"réactif en cas de problèmes#negative";"1";"1";"1";"réactif en cas de problème";"G P N P N";"réactif#2 en#372 cas#8 de#1261 problèmes#2"
"assez bien adaptées aux familles#positive";"1";"1";"1";"assez bien adapter aux famille";"G G G P N";"assez#64 bien#227 adaptées#1 aux#52 familles#11"
"ne sanctionnent pas du tout#positive";"1";"1";"1";"ne sanctionner pas du tout";"G V G D P";"ne#164 sanctionnent#1 pas#440 du#283 tout#148"
"ni trop ni pas assez#positive";"1";"1";"1";"ni trop ni pas assez";"C G C G G";"ni#21 trop#61 ni#21 pas#440 assez#64"
"obligé de remplir un jerrican#negative";"1";"1";"1";"obliger de remplir un jerrican";"V P V D N";"obligé#4 de#1261 remplir#2 un#532 jerrican#1"
"le top pour les ados#strongpositive";"1";"1";"1";"le top pour le ado";"D N P D N";"le#712 top#24 pour#433 les#615 ados#8"
"si ce n' est supplier#strongnegative";"1";"1";"1";"si ce n' être supplier";"C Q G V G";"si#91 ce#138 n'#132 est#573 supplier#1"
"seulement des distributeurs de boisson#negative";"1";"1";"1";"seulement un distributeur de boisson";"G D N P N";"seulement#8 des#322 distributeurs#4 de#1261 boisson#3"
"tres bonne et assez variee#positive";"1";"1";"1";"tres bon et assez variee";"G G C G N";"tres#89 bonne#55 et#967 assez#64 variee#1"
"ne mérite pas ses étoiles#negative";"1";"1";"1";"ne mériter pas son étoile";"G V G D N";"ne#164 mérite#9 pas#440 ses#23 étoiles#30"
"4 eur de l' heure#negative";"1";"1";"1";"4 EUR de le heure";"D N P D N";"4#49 eur#2 de#1261 l'#456 heure#18"
"vraiment faites pour les enfants.#positive";"1";"1";"1";"vraiment faire pour le enfants.";"G V P D N";"vraiment#53 faites#4 pour#433 les#615 enfants.#2"
"à l' écoute des gens#strongpositive";"1";"1";"1";"à le écoute des gens";"P D N P N";"à#525 l'#456 écoute#10 des#322 gens#20"
"mérite bien ses 5 étoiles#strongpositive";"1";"1";"1";"mériter bien son 5 étoile";"V G D G N";"mérite#9 bien#227 ses#23 5#41 étoiles#30"
"sur la bai de cannes#positive";"1";"1";"1";"sur le bai de canne";"P D N P N";"sur#154 la#759 bai#1 de#1261 cannes#5"
"un petit pardis sur terre#strongpositive";"1";"1";"1";"un petit pardis sur terre";"D G N P N";"un#532 petit#111 pardis#1 sur#154 terre#5"
"ne parlant pas le français#negative";"1";"1";"1";"ne parler pas le français";"G V G D N";"ne#164 parlant#3 pas#440 le#712 français#23"
"garderons un bon souvenir du#strongpositive";"1";"1";"1";"garder un bon souvenir du";"V D G N P";"garderons#1 un#532 bon#149 souvenir#5 du#283"
"impossible de le faire remplir#negative";"1";"1";"1";"impossible de le faire remplir";"G P Q V V";"impossible#16 de#1261 le#712 faire#40 remplir#2"
"chacun ayant sa propre spécificité#positive";"1";"1";"1";"chacun avoir son propre spécificité";"P V D G N";"chacun#6 ayant#10 sa#26 propre#60 spécificité#1"
"conseille de fuir cet établissement#strongnegative";"1";"1";"1";"conseiller de fuir ce établissement";"V P V D N";"conseille#10 de#1261 fuir#3 cet#62 établissement#10"
"à disposition pour douze douches.#negative";"1";"1";"1";"à disposition pour douze douches.";"P N P D P";"à#525 disposition#9 pour#433 douze#1 douches.#1"
"tranquillement en pleine journée sur#strongpositive";"1";"1";"1";"tranquillement en plein journée sur";"G P G N P";"tranquillement#1 en#372 pleine#6 journée#18 sur#154"
"un peu froide en hiver#negative";"1";"1";"1";"un peu froid en hiver";"D G G P N";"un#532 peu#98 froide#9 en#372 hiver#3"
"là surprise pas de baignoire#negative";"1";"1";"1";"là surprendre pas de baignoire";"G V G P N";"là#17 surprise#9 pas#440 de#1261 baignoire#13"
"un état de propreté parfait#strongpositive";"1";"1";"1";"un état de propreté parfait";"D N P N V";"un#532 état#16 de#1261 propreté#20 parfait#18"
"avec même une télé gratuite#positive";"1";"1";"1";"avec même un télé gratuit";"P G D N G";"avec#217 même#63 une#293 télé#3 gratuite#4"
"le plus connu de cannes#positive";"1";"1";"1";"le plus connaître de canne";"D G G P N";"le#712 plus#147 connu#1 de#1261 cannes#5"
"n' est pas très souriant#negative";"1";"1";"1";"n' être pas très souriant";"G V G G G";"n'#132 est#573 pas#440 très#496 souriant#15"
"au cœur de la ville#positive";"1";"1";"1";"au cœur de le ville";"P N P D N";"au#212 cœur#4 de#1261 la#759 ville#50"
"ideal pour un court séjour#strongpositive";"1";"1";"1";"ideal pour un court séjour";"G P D G N";"ideal#2 pour#433 un#532 court#7 séjour#103"
"sauf lors du petit déjeuner#negative";"1";"1";"1";"sauf lors du petit déjeuner";"P G D G N";"sauf#16 lors#13 du#283 petit#111 déjeuner#42"
"suffisamment grande pour quatre personnes#strongpositive";"1";"1";"1";"suffisamment grand pour quatre personne";"G G P D N";"suffisamment#2 grande#38 pour#433 quatre#6 personnes#28"
"digne d' un café populaire#negative";"1";"1";"1";"digne d' un café populaire";"G P D N G";"digne#7 d'#265 un#532 café#9 populaire#3"
"pas toujours faciles d' accès#negative";"1";"1";"1";"pas toujours facile d' accès";"G G G P N";"pas#440 toujours#45 faciles#1 d'#265 accès#18"
"du dim sum aux viennoiseries#positive";"1";"1";"1";"du dim sum aux viennoiseries";"D N G P N";"du#283 dim#1 sum#1 aux#52 viennoiseries#1"
"restent a peu près bien#positive";"1";"1";"1";"rester avoir peu près bien";"V V G G G";"restent#3 a#345 peu#98 près#20 bien#227"
"les weekends invasion des dominicans#negative";"1";"1";"1";"le weekends invasion des Dominicans";"D N N P N";"les#615 weekends#3 invasion#1 des#322 dominicans#1"
"son indélicatesse envers nos enfants#strongnegative";"1";"1";"1";"son indélicatesse envers] son enfant";"D N P D N";"son#29 indélicatesse#1 envers#3 nos#24 enfants#80"
"obligé d empiler les bagages#negative";"1";"1";"1";"obliger d empiler le bagage";"V N V D N";"obligé#4 d#26 empiler#1 les#615 bagages#5"
"pas d' activité de remplacement#negative";"1";"1";"1";"pas d' activité de remplacement";"G P N P N";"pas#440 d'#265 activité#7 de#1261 remplacement#2"
"mégots de cigarette par terre#negative";"1";"1";"1";"mégot de cigarette par terre";"N P N P N";"mégots#1 de#1261 cigarette#1 par#106 terre#5"
"bateau à fonds de verre#positive";"1";"1";"1";"bateau à fond de verre";"N P N P N";"bateau#5 à#525 fonds#1 de#1261 verre#8"
"pas du tout content pour#negative";"1";"1";"1";"Pas du tout content pour";"G P D N P";"pas#440 du#283 tout#148 content#2 pour#433"
"ouverte tard dans la nuit#positive";"1";"1";"1";"ouvrir tard dans le nuit";"V G P D N";"ouverte#7 tard#7 dans#266 la#759 nuit#39"
"rattrape un peu le niveau#positive";"1";"1";"1";"rattraper un peu le niveau";"V D G D N";"rattrape#1 un#532 peu#98 le#712 niveau#16"
"c' est juste l' usine#strongnegative";"1";"1";"1";"c' être juste le usine";"Q V G D N";"c'#103 est#573 juste#33 l'#456 usine#8"
"a recommander pour prochain voyage#strongpositive";"1";"1";"1";"A recommander pour prochain voyage";"P V P G N";"a#345 recommander#13 pour#433 prochain#4 voyage#7"
"trés agréable pour les yeux#strongpositive";"1";"1";"1";"trés agréable pour le oeil";"N G P D N";"trés#30 agréable#78 pour#433 les#615 yeux#5"
"dans le quart d' heure#negative";"1";"1";"1";"dans le quart d' heure";"P D N P N";"dans#266 le#712 quart#1 d'#265 heure#18"
"trop froide en cette saison#negative";"1";"1";"1";"trop froid en ce saison";"G G P D N";"trop#61 froide#9 en#372 cette#43 saison#11"
"manque des touches au clavier#negative";"1";"1";"1";"manque des touche au clavier";"N P N P V";"manque#28 des#322 touches#1 au#212 clavier#1"
"pas beaucoup d' activités proposées#negative";"1";"1";"1";"pas beaucoup d' activité proposer";"G G P N V";"pas#440 beaucoup#43 d'#265 activités#27 proposées#5"
"avec des réflexion trés oser#negative";"1";"1";"1";"avec un réflexion trés oser";"P D N G V";"avec#217 des#322 réflexion#1 trés#30 oser#1"
"sont faites tous les jours#positive";"1";"1";"1";"être faire tout le jour";"V V G D N";"sont#189 faites#4 tous#60 les#615 jours#41"
"ne se ferment pas correctement#negative";"1";"1";"1";"ne se fermer pas correctement";"G Q V G G";"ne#164 se#96 ferment#1 pas#440 correctement#4"
"n' y avait pas d'#negative";"1";"1";"1";"n' y avoir pas un";"G Q V G D";"n'#132 y#149 avait#26 pas#440 d'#265"
"un peu trop "" robotisé#negative";"1";"1";"1";"un peu trop &amp;quot; robotiser";"D N G O V";"un#532 peu#98 trop#61 ""#76 robotisé#1"
"retournerais encore plein de fois#strongpositive";"1";"1";"1";"retourner encore plein de foi";"V G G P N";"retournerais#4 encore#24 plein#21 de#1261 fois#31"
"à rénover de toute urgence#strongnegative";"1";"1";"1";"à rénover de tout urgence";"P V P D N";"à#525 rénover#2 de#1261 toute#35 urgence#2"
"des petits magasins aux alentours#positive";"1";"1";"1";"un petit magasin aux alentour";"D G N P N";"des#322 petits#27 magasins#2 aux#52 alentours#9"
"a passé un super séjour#strongpositive";"1";"1";"1";"avoir passer un super séjour";"V V D G N";"a#345 passé#37 un#532 super#54 séjour#103"
"repond toujours a nos questions.#strongpositive";"1";"1";"1";"repond toujours avoir son questions.";"V G V D N";"repond#1 toujours#45 a#345 nos#24 questions.#1"
"un peu trop "" aéroport#negative";"1";"1";"1";"un peu trop &amp;quot; aéroport";"D G G O N";"un#532 peu#98 trop#61 ""#76 aéroport#9"
"il a tout pour plaire#positive";"1";"1";"1";"il avoir tout pour plaire";"Q V G P V";"il#220 a#345 tout#148 pour#433 plaire#3"
"pense que aux clients domestic#negative";"1";"1";"1";"penser que aux client domestic";"V C P N G";"pense#8 que#204 aux#52 clients#17 domestic#1"
"à 5 min du colisée#positive";"1";"1";"1";"à 5 min du colisée";"P D N D V";"à#525 5#41 min#9 du#283 colisée#1"
"idéale pour programmer son voyage#strongpositive";"1";"1";"1";"idéal pour programmer son voyage";"G P V D N";"idéale#2 pour#433 programmer#1 son#29 voyage#7"
"nettoyés à la va vite#negative";"1";"1";"1";"nettoyer à le va vite";"V P D N G";"nettoyés#3 à#525 la#759 va#11 vite#12"
"magnifiques poissons aux multiples couleurs#positive";"1";"1";"1";"magnifiques poisser aux multiple couleur";"N V P G N";"magnifiques#5 poissons#3 aux#52 multiples#3 couleurs#1"
"rien n' est a redire#positive";"1";"1";"1";"rien n' être avoir redire";"P G V V V";"rien#38 n'#132 est#573 a#345 redire#5"
"ne sont pas assez grandes#negative";"1";"1";"1";"ne être pas assez grand";"G V G G G";"ne#164 sont#189 pas#440 assez#64 grandes#6"
"à 2 pas des canaux#positive";"1";"1";"1";"à 2 pas des canal";"P D N P N";"à#525 2#51 pas#440 des#322 canaux#3"
"n a rien pour plaire#strongnegative";"1";"1";"1";"n avoir rien pour plaire";"G V P P V";"n#12 a#345 rien#38 pour#433 plaire#3"
"vraiment sûr pour les enfants#negative";"1";"1";"1";"vraiment sûr pour le enfant";"G G P D N";"vraiment#53 sûr#2 pour#433 les#615 enfants#80"
"a recommander de toute urgence#strongpositive";"1";"1";"1";"A recommander de tout urgence";"P V P D N";"a#345 recommander#13 de#1261 toute#35 urgence#2"
"digne d' un établissement étoilé#strongpositive";"1";"1";"1";"digne d' un établissement étoiler";"G P D N V";"digne#7 d'#265 un#532 établissement#10 étoilé#1"
"n' est vraiment pas terrible#negative";"1";"1";"1";"n' être vraiment pas terrible";"G V G G G";"n'#132 est#573 vraiment#53 pas#440 terrible#9"
"beaucoup de commerces aux alentours#strongpositive";"1";"1";"1";"beaucoup de commerce aux alentour";"G P N P N";"beaucoup#43 de#1261 commerces#14 aux#52 alentours#9"
"plus souvent sale que propre#negative";"1";"1";"1";"plus souvent sale que propre";"G G G C G";"plus#147 souvent#11 sale#20 que#204 propre#60"
"en face de l' hotel#positive";"1";"1";"1";"en face de le hotel";"P N P D N";"en#372 face#6 de#1261 l'#456 hotel#141"
"après 1 heure d' attente#negative";"1";"1";"1";"après 1 heure d' attente";"P D N P N";"après#30 1#24 heure#18 d'#265 attente#4"
"collés les uns aux autres#negative";"1";"1";"1";"collés le uns aux autres";"P D P P D";"collés#2 les#615 uns#5 aux#52 autres#27"
"pas assez quand il pleut#negative";"1";"1";"1";"pas assez quand il pleuvoir";"G G C Q V";"pas#440 assez#64 quand#29 il#220 pleut#1"
"bon pour faire du fric#strongnegative";"1";"1";"1";"bon pour faire du fric";"G P V D N";"bon#149 pour#433 faire#40 du#283 fric#7"
"n' est pas toujours présent#negative";"1";"1";"1";"n' être pas toujours présent";"G V G G G";"n'#132 est#573 pas#440 toujours#45 présent#3"
"n' est pas aux normes.pas#negative";"1";"1";"1";"n' être pas aux normes.Pas";"G V G P G";"n'#132 est#573 pas#440 aux#52 normes.pas#1"
"ne sont pas assez dispos#negative";"1";"1";"1";"ne être pas assez dispos";"G V G G G";"ne#164 sont#189 pas#440 assez#64 dispos#1"
"impossible avec de jeunes enfants#negative";"1";"1";"1";"impossible avec de jeune enfant";"G P P G N";"impossible#16 avec#217 de#1261 jeunes#12 enfants#80"
"parfait pour une soirée étape#strongpositive";"1";"1";"1";"parfait pour un soirée étape";"N P D N N";"parfait#18 pour#433 une#293 soirée#11 étape#3"
"a été inexistante voir antipathique#strongnegative";"1";"1";"1";"avoir être inexistant voir antipathique";"V V G C G";"a#345 été#57 inexistante#2 voir#13 antipathique#2"
"ne mérite pas 5 *#negative";"1";"1";"1";"Ne mériter pas 5 *";"G V G D N";"ne#164 mérite#9 pas#440 5#41 *#26"
"vers l' entrée du camping#positive";"1";"1";"1";"vers le entrée du camping";"P D N P N";"vers#10 l'#456 entrée#11 du#283 camping#210"
"tres bonne pour le pays#strongpositive";"1";"1";"1";"tres bon pour le pays";"G G P D N";"tres#89 bonne#55 pour#433 le#712 pays#7"
"52 euros pour une chambre#negative";"1";"1";"1";"52 euro pour un chambre";"D N P D N";"52#1 euros#14 pour#433 une#293 chambre#131"
"ne les ont pas remarqués#strongnegative";"1";"1";"1";"ne les avoir pas remarquer";"G Q V G V";"ne#164 les#615 ont#24 pas#440 remarqués#1"
"pour toutes tranches d' age#positive";"1";"1";"1";"Pour tout tranche d' age";"P G N P N";"pour#433 toutes#24 tranches#1 d'#265 age#3"
"peuvent se faire à pied#positive";"1";"1";"1";"pouvoir se faire à pied";"V Q V P N";"peuvent#3 se#96 faire#40 à#525 pied#23"
"pas loin du centre ville#positive";"1";"1";"1";"pas loin du centre ville";"G G D N N";"pas#440 loin#27 du#283 centre#43 ville#50"
"bien situé au centre ville#positive";"1";"1";"1";"bien situer au centre ville";"G V P D N";"bien#227 situé#55 au#212 centre#43 ville#50"
"n' avons pas été déçus#positive";"1";"1";"1";"n' avoir pas être décevoir";"G V G V V";"n'#132 avons#104 pas#440 été#57 déçus#4"
"seul probleme trop de russes#negative";"1";"1";"1";"seul probleme trop de russe";"G G G P N";"seul#21 probleme#1 trop#61 de#1261 russes#6"
"à éviter pour les familles#negative";"1";"1";"1";"à éviter pour le famille";"P V P D N";"à#525 éviter#12 pour#433 les#615 familles#11"
"avec pas mal de chaines#positive";"1";"1";"1";"avec pas mal de chaines";"P G G P N";"avec#217 pas#440 mal#25 de#1261 chaines#1"
"claquement de portes quasi permanant#negative";"1";"1";"1";"claquement de porte quasi permanant";"G P N G V";"claquement#1 de#1261 portes#2 quasi#6 permanant#1"
"pas un coup de peinture#negative";"1";"1";"1";"pas un coup de peinture";"G D N P N";"pas#440 un#532 coup#9 de#1261 peinture#2"
"par personne dans le frigo#positive";"1";"1";"1";"par personne dans le frigo";"P N P D N";"par#106 personne#22 dans#266 le#712 frigo#3"
"une forte odeur de tabac#negative";"1";"1";"1";"un fort odeur de tabac";"D G N P N";"une#293 forte#3 odeur#6 de#1261 tabac#1"
"trop petit en haute saison#strongnegative";"1";"1";"1";"trop petit en haut saison";"G G P G N";"trop#61 petit#111 en#372 haute#4 saison#11"
"n' est pas très accueillant#strongnegative";"1";"1";"1";"n' être pas très accueillant";"G V G G G";"n'#132 est#573 pas#440 très#496 accueillant#16"
"revenir le plus rapidement possible.#strongpositive";"1";"1";"1";"revenir le plus rapidement possible.";"V D G G V";"revenir#11 le#712 plus#147 rapidement#4 possible.#1"
"à 30 $ par nuit#negative";"1";"1";"1";"à 30 dollar par nuit";"P D N P N";"à#525 30#9 $#3 par#106 nuit#39"
"pas loin de la plage#positive";"1";"1";"1";"pas loin de le plage";"G G P D N";"pas#440 loin#27 de#1261 la#759 plage#63"
"chère pour une famille nombreuses#negative";"1";"1";"1";"cher pour un famille nombreux";"G P D N G";"chère#3 pour#433 une#293 famille#17 nombreuses#7"
"très bon chef en cuisine#strongpositive";"1";"1";"1";"très bon chef en cuisine";"G G N P N";"très#496 bon#149 chef#2 en#372 cuisine#12"
"tous les jours sans réservation#positive";"1";"1";"1";"tout le jour sans] réservation";"G D N P N";"tous#60 les#615 jours#41 sans#53 réservation#8"
"trés déçu par la chambre.en#negative";"1";"1";"1";"Trés décevoir par le chambre.En";"N V P D N";"trés#30 déçu#9 par#106 la#759 chambre.en#1"
"très professionnel dans sa fonction#strongpositive";"1";"1";"1";"très professionnel dans son fonction";"G G P D N";"très#496 professionnel#3 dans#266 sa#26 fonction#1"
"sauf quelques uns très antipathique#negative";"1";"1";"1";"sauf quelque uns très antipathique";"P D P G G";"sauf#16 quelques#24 uns#5 très#496 antipathique#2"
"au petit soin du client#strongpositive";"1";"1";"1";"au petit soin du client";"P G N P N";"au#212 petit#111 soin#4 du#283 client#6"
"sur le terrain de pétanque#negative";"1";"1";"1";"sur le terrain de pétanque";"P D N P N";"sur#154 le#712 terrain#14 de#1261 pétanque#5"
"l' impression d' être entassé#strongnegative";"1";"1";"1";"le impression d' être entasser";"D N P V V";"l'#456 impression#7 d'#265 être#40 entassé#2"
"hors service fin août 2011#negative";"1";"1";"1";"hors service fin août 2011";"P N G N G";"hors#7 service#39 fin#15 août#8 2011#9"
"l' un des plus beau#strongpositive";"1";"1";"1";"le un des plus beau";"D P P D G";"l'#456 un#532 des#322 plus#147 beau#24"
"un des plus vieux hotels#negative";"1";"1";"1";"un un plus vieux hotels";"D D G G N";"un#532 des#322 plus#147 vieux#9 hotels#5"
"l' ambiance qui en résulte#strongpositive";"1";"1";"1";"le ambiance qui en résulter";"D N P Q V";"l'#456 ambiance#15 qui#183 en#372 résulte#1"
"il manque de la verdure#negative";"1";"1";"1";"il manquer de le verdure";"Q V P D N";"il#220 manque#28 de#1261 la#759 verdure#3"
"en cours dans le hall#negative";"1";"1";"1";"en cour dans le hall";"P N P D N";"en#372 cours#2 dans#266 le#712 hall#4"
"très bon juste pour dormir#negative";"1";"1";"1";"très bon juste pour dormir";"G G G P V";"très#496 bon#149 juste#33 pour#433 dormir#9"
"pourrait dire tellement de choses#strongnegative";"1";"1";"1";"pouvoir dire tellement de chose";"V V G P N";"pourrait#4 dire#27 tellement#9 de#1261 choses#7"
"au milieu de nul part.#negative";"1";"1";"1";"au milieu de nul part.";"P N P D N";"au#212 milieu#3 de#1261 nul#4 part.#2"
"ne facilite pas la tâche#negative";"1";"1";"1";"ne faciliter pas le tâche";"G V G D N";"ne#164 facilite#1 pas#440 la#759 tâche#1"
"se trouve à grand baie#positive";"1";"1";"1";"se trouver à grand baie";"Q V P N N";"se#96 trouve#14 à#525 grand#39 baie#7"
"point négatif sur le stress#strongnegative";"1";"1";"1";"point négatif sur le stress";"N G P D N";"point#31 négatif#8 sur#154 le#712 stress#1"
"il faut rentabiliser l' espace#negative";"1";"1";"1";"il faillir rentabiliser le espace";"Q V V D N";"il#220 faut#42 rentabiliser#1 l'#456 espace#7"
"non une usine a fric#strongnegative";"1";"1";"1";"non un usine avoir fric";"G D N V V";"non#39 une#293 usine#8 a#345 fric#7"
"rien n' est a changer#strongpositive";"1";"1";"1";"rien n' est avoir changer";"P G Q V V";"rien#38 n'#132 est#573 a#345 changer#1"
"des vers sur le sol#negative";"1";"1";"1";"un ver sur le sol";"D N P D N";"des#322 vers#10 sur#154 le#712 sol#12"
"peu de monde donc très#positive";"1";"1";"1";"peu de monde donc très";"G P N G G";"peu#98 de#1261 monde#15 donc#33 très#496"
"est fait aussi pour eux#positive";"1";"1";"1";"être faire aussi pour eux";"V V G P P";"est#573 fait#65 aussi#32 pour#433 eux#9"
"le nombre de ses atouts#positive";"1";"1";"1";"le nombre de son atout";"D N P D N";"le#712 nombre#6 de#1261 ses#23 atouts#2"
"adapté à tous les publics#positive";"1";"1";"1";"adapter à tout le public";"V P G D N";"adapté#7 à#525 tous#60 les#615 publics#1"
"une touche a l' italienne#positive";"1";"1";"1";"un touche avoir le italien";"D N V D N";"une#293 touche#3 a#345 l'#456 italienne#1"
"3 etoiles selon l estomac#positive";"1";"1";"1";"3 etoiles selon] l estomac";"D N P N N";"3#37 etoiles#8 selon#3 l#42 estomac#1"
"une connexion plus qu’ intermittente#negative";"1";"1";"1";"un connexion plus qu’ intermittent";"D N G G G";"une#293 connexion#4 plus#147 qu’#4 intermittente#1"
"très variés midi et soir#positive";"1";"1";"1";"très varier midi et soir";"G G N C N";"très#496 variés#6 midi#8 et#967 soir#34"
"parfait , de bonne prestations#strongpositive";"1";"1";"1";"parfait , de bon prestation";"G O P G N";"parfait#18 ,#1560 de#1261 bonne#55 prestations#15"
"moins bons que le buffet#negative";"1";"1";"1";"moins bon que le buffet";"G G C D N";"moins#15 bons#9 que#204 le#712 buffet#19"
"appelle l' ascenceur pour nous#positive";"1";"1";"1";"appeler le ascenceur pour nous";"V D N P P";"appelle#1 l'#456 ascenceur#2 pour#433 nous#299"
"à 40 $ par personne#strongnegative";"1";"1";"1";"à 40 dollar par personne";"P D N P N";"à#525 40#4 $#3 par#106 personne#22"
"vous ne serez pas déçus#positive";"1";"1";"1";"lui ne serez pas décevoir";"Q G G G V";"vous#145 ne#164 serez#3 pas#440 déçus#4"
"ni de sens des relations#negative";"1";"1";"1";"ni de sens un relation";"C P N D N";"ni#21 de#1261 sens#3 des#322 relations#1"
"comptons revenir au noel prochain#positive";"1";"1";"1";"comptons revenir au noel prochain";"N V P D G";"comptons#3 revenir#11 au#212 noel#1 prochain#4"
"ça en vaut la peine#positive";"1";"1";"1";"ça en valoir le peine";"P P V D N";"ça#18 en#372 vaut#13 la#759 peine#6"
"très décu dès notre arrivée#strongnegative";"1";"1";"1";"Très décu dès son arrivé";"G V P D N";"très#496 décu#2 dès#9 notre#67 arrivée#16"
"toutes orientées vers l' océan#positive";"1";"1";"1";"tout orienter vers le océan";"G V P D N";"toutes#24 orientées#1 vers#10 l'#456 océan#1"
"les un sur les autres#strongnegative";"1";"1";"1";"le un sur le autres";"D D P D P";"les#615 un#532 sur#154 les#615 autres#27"
"ún seul dans la maison#negative";"1";"1";"1";"ún seul dans le maison";"V G P D N";"ún#1 seul#21 dans#266 la#759 maison#7"
"un très bon week end#strongpositive";"1";"1";"1";"un très bon week end";"D G G N G";"un#532 très#496 bon#149 week#12 end#12"
"plein de choses à faire#positive";"1";"1";"1";"plein de chose à faire";"G P N P V";"plein#21 de#1261 choses#7 à#525 faire#40"
"vous maitent a l' aise#positive";"1";"1";"1";"lui maitent avoir le aise";"Q V V D N";"vous#145 maitent#1 a#345 l'#456 aise#2"
"s' est très bien passé#strongpositive";"1";"1";"1";"s' être très bien passer";"Q V G G V";"s'#53 est#573 très#496 bien#227 passé#37"
"à proximité de l’ hôtel#positive";"1";"1";"1";"à proximité de l’ hôtel";"P N P D N";"à#525 proximité#30 de#1261 l’#38 hôtel#294"
"manque d' entretien aux abords.coté#negative";"1";"1";"1";"manquer d' entretien aux abords.Coté";"V P N P N";"manque#28 d'#265 entretien#8 aux#52 abords.coté#1"
"se fut une surprise totale#positive";"1";"1";"1";"se être un surprise total";"Q V D N G";"se#96 fut#4 une#293 surprise#9 totale#2"
"s' est emporté le genou#negative";"1";"1";"1";"s' être emporter le genou";"Q V V D N";"s'#53 est#573 emporté#1 le#712 genou#1"
"pas suffisant pour le recommander#negative";"1";"1";"1";"Pas suffisant pour le recommander";"G G P D N";"pas#440 suffisant#1 pour#433 le#712 recommander#13"
"serpillière pour laver le sol#negative";"1";"1";"1";"serpillière pour laver le sol";"G P V D N";"serpillière#1 pour#433 laver#3 le#712 sol#12"
"proche des transports en commun#positive";"1";"1";"1";"proche des transport en commun";"G P N P N";"proche#21 des#322 transports#6 en#372 commun#4"
"excellente initiative de leur part#strongpositive";"1";"1";"1";"Excellente initiative de son part";"D N P D N";"excellente#5 initiative#1 de#1261 leur#17 part#24"
"tres bien pour les enfants#strongpositive";"1";"1";"1";"tres bien pour le enfant";"N G P D N";"tres#89 bien#227 pour#433 les#615 enfants#80"
"avait de l eau chaude#negative";"1";"1";"1";"avoir de l eau chaud";"V P D N G";"avait#26 de#1261 l#42 eau#39 chaude#7"
"bateau à fond de verre#positive";"1";"1";"1";"bateau à fond de verre";"N P N P N";"bateau#5 à#525 fond#12 de#1261 verre#8"
"à proposer pour des adultes#negative";"1";"1";"1";"à proposer pour un adulte";"P V P D N";"à#525 proposer#3 pour#433 des#322 adultes#4"
"a donc fait son travail#positive";"1";"1";"1";"avoir donc faire son travail";"V G V D N";"a#345 donc#33 fait#65 son#29 travail#6"
"très peu parle le français#negative";"1";"1";"1";"très peu parler le français";"G G V D N";"très#496 peu#98 parle#14 le#712 français#23"
"parsemé d' arbres et plantations#positive";"1";"1";"1";"parsemé d' arbre et plantation";"D P N C N";"parsemé#1 d'#265 arbres#3 et#967 plantations#1"
"confortables ayant une bonne superficie#strongpositive";"1";"1";"1";"confortable avoir un bon superficie";"G V D G N";"confortables#8 ayant#10 une#293 bonne#55 superficie#2"
"s' est fait très rapidement#positive";"1";"1";"1";"s' être faire très rapidement";"Q V V G G";"s'#53 est#573 fait#65 très#496 rapidement#4"
"n' ai jamais été déçu#positive";"1";"1";"1";"n' avoir jamais être décevoir";"G V G V V";"n'#132 ai#56 jamais#23 été#57 déçu#9"
